﻿ProductID,Nazwa produktu,waga (g),ZAFIRO WHITE - polewa mleczna,ZAFIRO MILK - polewa mleczno kakaowa,ZAFIRO CACAO - polewa kakaowa,MILLANO CZEKOLADA BIAŁA 29%,MILLANO CZEKOLADA 45%,MILLANO CZEKOLADA MLECZNA 30%,KREM MILK WIEPOL,Marshmallows,Drażetki z mlecznej czekolady,Czarna porzeczka liofilizowana,Czerwona porzeczka liofilizowana,Malina liofilizowana,Żurawina liofilizowana,Jabłko liofilizowane bez skórki,MASTER MARTINI czekolada mleczna 32%,MASTER MARTINI czekolada ciemna,MASTER MARTINI czekolada biała,MILANO CZEKOLADA 33%,MILANO CZEKOLADA BIAŁA z E,MILANO CZEKOLADA z E 50%,MILANO POLEWA KAKAOWO MLECZNA,MILANO CZEKOLADA MLECZNA 30% z E,RENOMA CZEKOLADA BIAŁA 30% TŁUSZCZU,MIRAN ROŻEK WAFLOWY MINI CONES,WIEPOL KREM O SMAKU TRUSKAWKOWYM,SIPRAL BIAŁY KREM Z ORZECHÓW LASKOWYCH DO SMAROWANIA,SIPRAL KREM DO SMAROWANIA O SMAKU PISTACJOWYM,"barwnik:
E120","barwnik:
E160c","barwnik:
E100","barwnik:
spirulina","barwnik:
E141(i)",ekstraka z buraka,Energia [kJ/100g],Energia [kcal/100g],Tłuszcz [g],Kwasy tłuszczowe nasycone [g],Węglowodany [g],Cukry [g],Białko [g],Sól [g],Energia [kJ/100g].1,Energia [kcal/100g].1,Tłuszcz [g].1,Kwasy tłuszczowe nasycone [g].1,Węglowodany [g].1,Cukry [g].1,Białko [g].1,Sól [g].1,cukier,tłuszcz kakaowy,kakao w proszku o obniżonej zawartości tłuszczu,mleko w proszku odtłuszczone,mleko w proszku pełne,tłuszcz mleczny,miazga kakaowa,emulgator E322 (ze słonecznika),emulgator E492,emulgator E472c,ekstrakt z wanilii,frakcjonowany i całkowicie utwardzony tłuszcz roślinny (olej palmowy),aromat,serwatka w proszku (z mleka),"tłuszcze i oleje roślinne nieutwardzone (shea, rzepakowy)",laktoza (z mleka),emulgator E322 (z soi),emulgator E322 (z rzepaku),syrop glukozowo-fruktozowy,bezwodny tłuszcz mleczny,Emulgator E476,Skrobia ryżowa,owoce liofilizowane: czarna porzeczka,owoce liofilizowane: czerwona porzeczka,owoce liofilizowane: malina,owoce liofilizowane: żurawina,owoce liofilizowane: jabłko,barwniki: E120,barwniki: E160c,barwniki: E100,barwniki: spirulina,barwniki: E141(i),barwniki: ekstrakta z buraka,Skrobia kukurydziana,oleje roślinne (słonecznikowy i palmowy),orzech laskowy,pistacja,mąka pszenna,tłuszcz kokosowy,Skład,Skład z pogrubieniem,Cukier,Tłuszcz kakaowy,Kakao w proszku o obniżonej zawartości tłuszczu,Mleko w proszku odtłuszczone,Mleko w proszku pełne,Tłuszcz mlekowy,Miazga kakaowa,Emulgator E322 (ze słonecznika),Emulgator E322 (z soi),Emulgator E322 (z rzepaku),Emulgator E492,Emulgator E472c,Ekstrakt z wanilii,Frakcjonowany i całkowicie utwardzony tłuszcz roślinny (olej palmowy),Aromat,Serwatka w proszku (z mleka),Emulgator E476.1,Owoc,Skrobia kukurydziana.1,Oleje roślinne (słonecznikowy i palmowy),Orzech laskowy,Pistacja,Gluten,Skorupiaki,Jaja,Ryby,Orzeszki ziemne,Soja,Mleko,Orzechy,Seler,Gorczyca,Sezam,Dwutlenek siarki i siarczyny,Łubin,Mięczaki
131106,"I Love You - Lizak z masy o smaku czekolady mlecznej, dekorowany, 20 g",20,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394.55,593.55,39.66,37.169999999999995,53.875,53.02,3.455,0.5335,478.91,118.71,7.9319999999999995,7.433999999999998,10.775,10.604000000000001,0.691,0.1067,42.275,0,4.75,0,4.05,0,0,0.5,0.5,0.025,0,36.85,0.25,11.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ZAFIRO MILK - polewa mleczno kakaowa, ZAFIRO WHITE - polewa mleczna","ZAFIRO MILK - polewa mleczno kakaowa, ZAFIRO WHITE - polewa mleczna","Francja, Dominikana, Holandia, Belgia, Niemcy, Włochy",,"Brazylia, Kamerun, Kostaryka, Dominikana, Ekwador, Ghana, Grenada, Gwinea, Haiti, Honduras, Indie, Indonezja, Wybrzeże Kości Słoniowej, Liberia, Madagaskar, Malezja, Meksyk, Nikaragua, Nigeria, Panama, Papua-Nowa Gwinea, Peru, Sierra Leone, Wyspy Salomona, Tanzania, Togo, Trynidad, Uganda, Vanuatu, Wenezuela, Wietnam",,"Unia Europejska (Niemcy, Austria, Belgia, Dania, Hiszpania, Estonia, Finlandia, Francja, Węgry, Irlandia, Włochy, Łotwa, Litwa, Luksemburg, Holandia, Polska, Portugalia, Czechy, Szwecja)",,,"Rosja, Argentyna, Hiszpania, Ukraina, Bułgaria, Węgry, Turcja",,,Indonezja,"Europa, Rosja",,"Indonezja, Malezja","Hiszpania, Francja","Portugalia, Francja, Unia Europejska, Włochy, Hiszpania, Belgia",,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
134688,Lizak z mlecznej czekolady Xmass 5x15 g flow pack,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,553,34,22,55,55,6.2,0.33,346.2,82.95,5.1,3.3,8.25,8.25,0.93,0.0495,47,25,0,0,20.5,0,7,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MASTER MARTINI czekolada mleczna 32%,MASTER MARTINI czekolada mleczna 32%,"Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia","Afryka Zachodnia, Indonezja",,,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania",,,,,,,Szwajcaria,,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
0,Lizak z białej czekolady Xmass 5x15 g flow pack,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera,Nie zawiera
139331,"Lizak z czekolady mlecznej Mikołaj, dekorowany, 25 g, display",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4,5.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2315.688,555.0880000000001,34.64000000000001,22.408,53.768,53.488,6.274400000000001,0.31248000000000004,578.922,138.77200000000002,8.660000000000002,5.602,13.442,13.372,1.5686000000000002,0.07812000000000001,45.848,24.656,0.22399999999999998,0,19.532,0,9.24,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała, MASTER MARTINI czekolada ciemna","MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała, MASTER MARTINI czekolada ciemna","Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia, Crostia, Laos, Zimbabwe, UE (Niemcy, Francja)","Afryka Zachodnia, Indonezja, Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii","Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa",,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia, Austria, Litwa, Czechy, Portugalia, Hiszpania, Włochy",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,"Szwajcaria, Madagaskar",,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
137825,"Lizak Bałwanek z białej czekolady 68%, dekorowany 25 g display",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,5.6,82.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,2381.5319999999997,571.372,36.763999999999996,23.823999999999998,53.768,53.488,5.9204,0.24875999999999998,595.3829999999999,142.843,9.190999999999999,5.9559999999999995,13.442,13.372,1.4801,0.062189999999999995,45.494,28.903999999999996,0.22399999999999998,0,20.594,0,4.284,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada biała, MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada ciemna","MASTER MARTINI czekolada biała, MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada ciemna","Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia, Crostia, Laos, Zimbabwe, UE (Niemcy, Francja)","Afryka Zachodnia, Indonezja, Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii","Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa",,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia, Austria, Litwa, Czechy, Portugalia, Hiszpania, Włochy",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,"Szwajcaria, Madagaskar",,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
102048,"Lizak Pingwin z czekolady mlecznej, dekorowany, 25 g, display",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,1.6,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2314.913,554.763,34.33500000000001,22.218000000000004,54.648,54.568000000000005,6.1959,0.32043,578.72825,138.69075,8.583750000000002,5.554500000000001,13.662,13.642000000000001,1.548975,0.0801075,46.6455,25.206,0.064,0,20.299500000000002,0,7.285000000000001,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała, MASTER MARTINI czekolada ciemna","MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała, MASTER MARTINI czekolada ciemna","Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia, Crostia, Laos, Zimbabwe, UE (Niemcy, Francja)","Afryka Zachodnia, Indonezja, Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii","Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa",,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia, Austria, Litwa, Czechy, Portugalia, Hiszpania, Włochy",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,"Szwajcaria, Madagaskar",,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
132523,"Figurka Pingwin z czekolady mlecznej 75 g, dekorowany,  flow-pack",75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.47,0,22.53,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,2328.9529,558.1818999999999,34.6759,22.450599999999998,55,55,6.08735,0.309723,1746.7146750000002,418.6364249999999,26.006925000000003,16.83795,41.25,41.25,4.5655125,0.23229225000000003,46.887350000000005,26.351800000000004,0,0,20.83795,0,5.422899999999999,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała","MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała","Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia, UE (Niemcy, Francja)","Afryka Zachodnia, Indonezja, Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii",,,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia, Austria, Litwa, Czechy, Portugalia, Hiszpania, Włochy",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,"Szwajcaria, Madagaskar",,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
133469,"Figurka Bałwan z białej czekolady 80 g, dekorowany, flow-pack",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,97,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,2396.35,574.95,37.06,24.03,54.34,54.19,5.786999999999999,0.23909999999999998,1917.08,459.96,29.648000000000003,19.224,43.47200000000001,43.352,4.629599999999999,0.19128,45.93,30.25,0.12,0,21.34,0,1.86,0.4000000000000001,0,0,0,0,0.10000000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada biała, MASTER MARTINI czekolada ciemna","MASTER MARTINI czekolada biała, MASTER MARTINI czekolada ciemna","Mauritius, Włochy, Serbia, Niemcy, Crostia, Austria, Kolumbia, Kambodża, Laos, Brazylia, Zambia, Francja, Belgia, Zimbabwe, UE (Niemcy, Francja)","Afryka Zachodnia, Indonezja, Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii","Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa",,"Irlandia, Niemcy, Francja, Holandia, Belgia, Austria, Litwa, Czechy, Polska, Portugalia, Hiszpania, Włochy",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,"Szwajcaria, Madagaskar",,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
131670,"Figurka Mikołaj z czekolady mlecznej 60 g, dekorowany, flow-pack",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.67,0,9.33,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,2316.6769,555.1459,34.279900000000005,22.1866,55,55,6.1533500000000005,0.32160299999999997,1390.00614,333.08754,20.567940000000004,13.31196,33,33,3.6920100000000002,0.1929618,46.95335,25.5598,0,0,20.63995,0,6.346900000000001,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała","MASTER MARTINI czekolada mleczna 32%, MASTER MARTINI czekolada biała","Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia, UE (Niemcy, Francja)","Afryka Zachodnia, Indonezja, Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii",,,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia, Austria, Litwa, Czechy, Portugalia, Hiszpania, Włochy",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,"Szwajcaria, Madagaskar",,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
103564,Figurka Mikołaj z czekolady mlecznej 70 g,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,553,34,22,55,55,6.2,0.33,1615.6,387.1,23.8,15.4,38.5,38.5,4.34,0.231,47,25,0,0,20.5,0,7,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MASTER MARTINI czekolada mleczna 32%,MASTER MARTINI czekolada mleczna 32%,"Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia","Afryka Zachodnia, Indonezja",,,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania",,,,,,,Szwajcaria,,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
103540,Figurka Mikołaj z czekolady białej 70 g,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,576,37,24,55,55,5.7,0.24,1680.7,403.2,25.9,16.8,38.5,38.5,3.99,0.168,46.5,31,0,0,22,0,0,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MASTER MARTINI czekolada biała,MASTER MARTINI czekolada biała,"UE (Niemcy, Francja)","Afryka Zachodnia (Wybrzeże Kości Słoniowej, Nigeria, Kamerun, Ghana), Tanzania, Togo, Sierra Leone, Gwinea, Liberia, Wyspy Świętego Tomasza, Kongo, Uganda, Ekwador, Peru, Kolumbia, Indonezja, Malezja, Ameryka Południowa, Ameryka, Azja, Region Oceanii",,,"Irlandia, Niemcy, Francja, Holandia, Belgia, Austria, Litwa, Czechy, Polska, Portugalia, Hiszpania, Włochy",,,"Ukraina, Argentyna, Austria, Bułgaria, Węgry, Turcja, Francja, Włochy, Romania, Chorwacja, Mołdawia, Słowacja, Europa, Ameryka Południowa",,,,,,,Madagaskar,,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
131601,Owieczka Happy - Figurka z czekolady białej dekorowana czekoladą gorzką oraz masą na bazie białej czekolady,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,92.2,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,2261.272,541.381,31.585000000000004,19.904,58.87520000000001,58.4902,4.9034,0.27433,2035.1447999999998,487.2429,28.426500000000004,17.9136,52.98768000000001,52.641180000000006,4.413060000000001,0.24689700000000003,47.47990000000001,25.355999999999998,0.308,0,13.83,0,4.774,0.0308,0,0,0,0,0.01692,7.837000000000001,0,0,0.17518,0,0,0,0.0922,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,"MILANO CZEKOLADA BIAŁA z E, MASTER MARTINI czekolada ciemna","MILANO CZEKOLADA BIAŁA z E, MASTER MARTINI czekolada ciemna","Mauritius, Włochy, Serbia, Niemcy, Crostia, Austria, Kolumbia, Kambodża, Laos, Brazylia, Zambia, Francja, Belgia, Zimbabwe, UE","Afryka Zachodnia, Indonezja, Wybrzeże Kości Słoniowej, Brazylia, Kamerun, Kostaryka, Dominikana, Ekwador, Ghana, Grenada, Gwinea, Haiti, Honduras, Indie, Liberia, Madagaskar, Malezja, Meksyk, Nikaragua, Nigeria, Panama, Papua Nowa Gwinea, Peru, Sierra Leone, Wyspy Salomona, Tanzania, Togo, Trinidad, Uganda, Vanuatu, Wenezuela, Wietnam","Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa",,"Polska, UE",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania","Grecja, Indie, Ukraina, Rosja",,,,,,"Szwajcaria, Francja","Polska, UE",Indie,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
103632,Lizak z mlecznej czekolady Halloween 8x15 g flow pack,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,553,34,22,55,55,6.2,0.33,346.2,82.95,5.1,3.3,8.25,8.25,0.93,0.0495,47,25,0,0,20.5,0,7,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MASTER MARTINI czekolada mleczna 32%,MASTER MARTINI czekolada mleczna 32%,"Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia","Afryka Zachodnia, Indonezja",,,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania",,,,,,,Szwajcaria,,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
103656,Hot sticks - czekolada gorzka z owocami liofilizowanymi maliny 35 g,35,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,98.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234.1839999999997,538.116,38.538,24.65252,33.2422,27.9608,8.5748,0.20706,781.9643999999998,188.34059999999997,13.488299999999999,8.628381999999998,11.634769999999998,9.78628,3.0011799999999997,0.072471,27.115,5.9159999999999995,3.944,0,0,0,61.132,0.3944,0,0,0,0,0.0986,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MASTER MARTINI czekolada ciemna, Malina liofilizowana","MASTER MARTINI czekolada ciemna, Malina liofilizowana","Mauritius, Włochy, Serbia, Niemcy, Crostia, Austria, Kolumbia, Kambodża, Laos, Brazylia, Zambia, Francja, Belgia, Zimbabwe","Afryka Zachodnia, Indonezja","Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa",,,,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania",,,,,,,Szwajcaria,,,Polska,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
103069,FigluBubu - Figurka z czekolady mlecznej,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,553,34,22,55,55,6.2,0.33,807.8,193.55,11.9,7.7,19.25,19.25,2.17,0.1155,47,25,0,0,20.5,0,7,0.4,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MASTER MARTINI czekolada mleczna 32%,MASTER MARTINI czekolada mleczna 32%,"Mauritius, Włochy, Serbia, Niemcy, Chorwacja, Austria, Kolumbia, Kambodża, Suazi, Brazylia, Zambia, Francja, Belgia","Afryka Zachodnia, Indonezja",,,"Niemcy, Polska, Belgia, Francja, Wielka Brytania, Irlandia, Holandia",,"Afryka Zachodnia, Indonezja, Malezja, Ameryka Południowa","Ukraina, Włochy, Niemcy, Wielka Brytania, Holandia, Hiszpania",,,,,,,Szwajcaria,,,,,,,,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera,Zawiera
